Mon Aug 15 16:15:52 2005

 inst  m   W   SVC:tm it:all best Tm:1dh 1dv cg  UB  LBh  LBv
   1   20   30 0.02 1000   92 0.02 0.04   60%   23   22   22
   2   20   30 0.02 1000   48 0.04    0   75%   15   15    0
   3   20   30 0.02 1000   70 0.03 0.03   79%   23   22   22
   4   20   30 0.02 1000    6 0.04 0.03   42%   17   16   16
   5   20   30 0.02 1000   16 0.02 0.04  100%   19   18   18
   6   20   30 0.02 1000  398 0.02 0.03   60%   26   25   25
   7   20   30 0.02 1000   17 0.03 0.03   66%   19   18   18
   8   20   30 0.02 1000   91 0.05 0.04   87%   18   17   17
   9   20   30 0.02 1000   16 0.04 0.04   87%   22   21   21
  10   20   30 0.02 1000   93 0.04    0   75%   23   23    0
  11   40   30 0.03 1000  125  0.1    0   50%   30   30    0
  12   40   30 0.04 1000   71  0.1 0.09   49%   37   36   36
  13   40   30 0.04 1000  148 0.09 0.11   69%   48   47   47
  14   40   30 0.04 1000  424  0.1    0   90%   42   42    0
  15   40   30 0.04 1000  319 0.12 0.12   70%   47   46   46
  16   40   30 0.04 1000  145 0.08    0   37%   36   36    0
  17   40   30 0.04 1000   18 0.11 0.11   54%   37   36   36
  18   40   30 0.04 1000  297 0.08 0.08   66%   50   49   49
  19   40   30 0.04 1000  220 0.07 0.08   64%   35   34   34
  20   40   30 0.04 1000  221 0.09    0   50%   35   35    0
  21   60   30 0.07 1000  420 0.21 0.25   69%   68   67   67
  22   60   30 0.06 1000  342 0.17 0.24   39%   60   59   59
  23   60   30 0.06 1000  324 0.18 0.16   64%   62   61   61
  24   60   30 0.06 1000  699 0.15  0.2   51%   62   61   61
  25   60   30 0.06 1000  391 0.17 0.19   63%   56   55   55
  26   60   30 0.06 1000  150 0.18    0   77%   56   56    0
  27   60   30 0.06 1000  421 0.18    0   72%   50   50    0
  28   60   30 0.06 1000  320 0.14 0.26   57%   64   63   63
  29   60   30 0.07 1000  720 0.14 0.23   67%   59   58   58
  30   60   30 0.06 1000   21  0.2 0.21   60%   72   71   71
  31   80   30 0.09 1000  220 0.29 0.33   57%   77   76   76
  32   80   30 0.09 1000   95 0.31 0.38   57%   82   81   81
  33   80   30 0.09 1000  349 0.33 0.41   55%   78   77   77
  34   80   30 0.09 1000  472 0.32 0.43   57%   83   82   82
  35   80   30 0.09 1000  671  0.3 0.48   51%   80   79   79
  36   80   30 0.09 1000  242 0.28 0.42   46%   86   85   85
  37   80   30 0.09 1000  772 0.24 0.35   60%   91   89   89
  38   80   30  0.1 1000   24 0.27 0.57   50%   91   89   89
  39   80   30 0.09 1000  192 0.29 0.36   44%   95   93   93
  40   80   30 0.09 1000  493 0.27 0.45   54%   82   81   81
  41  100   30 0.13 1000  374 0.36 0.71   41%   93   92   92
  42  100   30 0.12 1000  198 0.39 0.65   37%  103  102  102
  43  100   30 0.12 1000   66 0.39 0.85   45%   90   89   89
  44  100   30 0.12 1000   67 0.36  0.6   55%   98   97   97
  45  100   30 0.13 1000  247 0.38  0.8   44%  103  101  101
  46  100   30 0.13 1000   17 0.43 0.98   51%  115  113  113
  47  100   30 0.12 1000  570 0.43    0   40%   92   92    0
  48  100   30 0.12 1000   74 0.43 0.86   44%  106  105  105
  49  100   30 0.12 1000   71 0.49 0.94   46%  101  100  100
  50  100   30 0.12 1000  871 0.38 0.81   50%  116  114  114

Fri Sep 30 17:34:26 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 30 22 2.91 100000 17596 0 0 6.71 0 0 
2 20 30 15 2.77 100000 371 0 0 0 0 0 
3 20 30 22 2.9 100000 6335 0 0 0 0 0 
4 20 30 16 2.91 100000 1246 0 0 0 0 0 
5 20 30 18 2.96 100000 27822 0 0 2.61 0 0 
6 20 30 25 3.03 100000 1046 0 0 0 0 0 
7 20 30 18 2.8 100000 1441 0 0 0 0 0 
8 20 30 18 2.76 100000 37 0 0 0 0 0 
9 20 30 21 2.89 100000 5791 0 0 0 0 0 
10 20 30 23 2.89 100000 12 0 0 0 0 0 
11 40 30 30 5.36 100000 759 0 0 2.47 0 0 
12 40 30 36 5.71 100000 502 0 0 0 0 0 
13 40 30 47 5.97 100000 745 0 0 0 0 0 
14 40 30 42 5.56 100000 2039 0 0 0.63 0 0 
15 40 30 46 5.75 100000 51280 0 0 1.87 0 0 
16 40 30 36 5.57 100000 470 0 0 0 0 0 
17 40 30 36 5.55 100000 825 0 0 0 0 0 
18 40 30 49 5.59 100000 101 0 0 0 0 0 
19 40 30 34 5.75 100000 360 0 0 0 0 0 
20 40 30 35 5.71 100000 304 0 0 0 0 0 
21 60 30 68 8.94 100000 17 0 0 0.63 0 0 
22 60 30 59 9.07 100000 3695 0 0 0.9 0 0 
23 60 30 61 8.95 100000 2301 0 0 0 0 0 
24 60 30 61 8.94 100000 39455 0 0 1.16 0 0 
25 60 30 56 9.21 100000 508 0 0 0 0 0 
26 60 30 56 8.79 100000 296 0 0 0 0 0 
27 60 30 50 8.48 100000 12 0 0 0 0 0 
28 60 30 63 9.24 100000 64097 0 0 1.05 0 0 
29 60 30 58 8.94 100000 79148 0 0 0 0 0 
30 60 30 71 9.16 100000 23819 0 0 0 0 0 
31 80 30 77 12.71 100000 245 0 0 0.86 0 0 
32 80 30 81 12.26 100000 574 0 0 0.47 0 0 
33 80 30 77 12.41 100000 1319 0 0 0.5 0 0 
34 80 30 82 12.46 100000 410 0 0 0 0 0 
35 80 30 79 12.67 100000 12 0 0 0 0 0 
36 80 30 85 12.84 100000 140 0 0 0 0 0 
37 80 30 90 12.77 100000 323 0 0 0 0 0 
38 80 30 89 12.64 100000 2214 0 0 0 0 0 
39 80 30 94 12.61 100000 16 0 0 0 0 0 
40 80 30 81 12.44 100000 17700 0 0 0.75 0 0 
41 100 30 92 16.86 100000 170 0 0 0.6 0 0 
42 100 30 102 16.85 100000 412 0 0 0.32 0 0 
43 100 30 89 16.42 100000 30 0 0 0 0 0 
44 100 30 97 16.73 100000 610 0 0 0 0 0 
45 100 30 101 16.82 100000 22927 0 0 0.59 0 0 
46 100 30 114 17.13 100000 124 0 0 0 0 0 
47 100 30 92 16.02 100000 48 0 0 0 0 0 
48 100 30 105 16.64 100000 174 0 0 0 0 0 
49 100 30 100 16.53 100000 894 0 0 0 0 0 
50 100 30 115 16.59 100000 149 0 0 0 0 0 

Thu Oct  6 19:12:08 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 30 23 0.61 10000 13 0 0 8.4 0 0 
2 20 30 15 0.55 10000 125 0 0 8.59 0 0 
3 20 30 23 0.62 10000 30 0 0 0 0 0 
4 20 30 16 0.59 10000 47 0 0 0 0 0 
5 20 30 19 0.61 10000 118 0 0 0 0 0 
6 20 30 25 0.64 10000 206 0 0 0 0 0 
7 20 30 18 0.57 10000 571 0 0 6.13 0 0 
8 20 30 18 0.55 10000 27 0 0 0 0 0 
9 20 30 21 0.6 10000 1216 0 0 7.3 0 0 
10 20 30 23 0.59 10000 32 0 0 0 0 0 
11 40 30 30 1.11 10000 1617 0 0 13.31 0 0 
12 40 30 36 1.21 10000 253 0 0 0 0 0 
13 40 30 47 1.26 10000 576 0 0 0 0 0 
14 40 30 42 1.17 10000 1427 0 0 0 0 0 
15 40 30 47 1.21 10000 55 0 0 0 0 0 
16 40 30 36 1.16 10000 201 0 0 0 0 0 
17 40 30 36 1.15 10000 265 0 0 0 0 0 
18 40 30 49 1.19 10000 4860 0 0 5.16 0 0 
19 40 30 34 1.21 10000 455 0 0 0 0 0 
20 40 30 35 1.21 10000 80 0 0 0 0 0 
21 60 30 68 1.84 10000 141 0 0 5.37 0 0 
22 60 30 60 1.88 10000 13 0 0 0 0 0 
23 60 30 61 1.85 10000 1663 0 0 3.95 0 0 
24 60 30 61 1.84 10000 1823 0 0 1.05 0 0 
25 60 30 56 1.93 10000 55 0 0 0 0 0 
26 60 30 56 1.85 10000 880 0 0 0 0 0 
27 60 30 50 1.73 10000 40 0 0 0 0 0 
28 60 30 64 1.89 10000 116 0 0 0 0 0 
29 60 30 59 1.83 10000 265 0 0 0 0 0 
30 60 30 71 1.92 10000 3942 0 0 0 0 0 
31 80 30 77 2.57 10000 458 0 0 4.76 0 0 
32 80 30 81 2.47 10000 1582 0 0 2.84 0 0 
33 80 30 77 2.51 10000 149 0 0 0 0 0 
34 80 30 82 2.54 10000 703 0 0 0 0 0 
35 80 30 79 2.6 10000 1745 0 0 0 0 0 
36 80 30 85 2.62 10000 940 0 0 0 0 0 
37 80 30 90 2.61 10000 713 0 0 0 0 0 
38 80 30 89 2.55 10000 1714 0 0 0 0 0 
39 80 30 94 2.56 10000 1837 0 0 0 0 0 
40 80 30 82 2.55 10000 106 0 0 0 0 0 
41 100 30 92 3.36 10000 228 0 0 3.23 0 0 
42 100 30 102 3.33 10000 1942 0 0 2.23 0 0 
43 100 30 90 3.29 10000 17 0 0 0 0 0 
44 100 30 97 3.31 10000 1778 0 0 0 0 0 
45 100 30 101 3.34 10000 9691 0 0 2.59 0 0 
46 100 30 114 3.39 10000 420 0 0 0 0 0 
47 100 30 92 3.17 10000 92 0 0 0 0 0 
48 100 30 105 3.34 10000 450 0 0 0 0 0 
49 100 30 100 3.31 10000 900 0 0 0 0 0 
50 100 30 115 3.36 10000 581 0 0 0 0 0 

Sun Oct  9 19:18:09 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 30 22 1.44 10000 22 0 0 4.29 0 0 
2 20 30 15 1.18 10000 7 0 0 0 0 0 
3 20 30 23 1.39 10000 7 0 0 0 0 0 
4 20 30 16 1.19 10000 1804 0 0 6.28 0 0 
5 20 30 18 1.15 10000 3541 0 0 6.46 0 0 
6 20 30 25 1.34 10000 2066 0 0 0 0 0 
7 20 30 18 1.26 10000 24 0 0 0 0 0 
8 20 30 18 1.26 10000 1 0 0 0 0 0 
9 20 30 21 1.42 10000 2024 0 0 0 0 0 
10 20 30 23 1.34 10000 99 0 0 0 0 0 
11 40 30 30 3.58 10000 99 0 0 2.56 0 0 
12 40 30 36 3.71 10000 1 0 0 0 0 0 
13 40 30 47 3.9 10000 44 0 0 0 0 0 
14 40 30 42 3.94 10000 43 0 0 0 0 0 
15 40 30 47 3.67 10000 21 0 0 0 0 0 
16 40 30 36 3.69 10000 58 0 0 0 0 0 
17 40 30 36 3.65 10000 107 0 0 0 0 0 
18 40 30 49 3.91 10000 308 0 0 0 0 0 
19 40 30 34 3.85 10000 28 0 0 0 0 0 
20 40 30 35 3.76 10000 31 0 0 0 0 0 
21 60 30 67 7.73 10000 1431 0 0 1.87 0 0 
22 60 30 59 7.56 10000 215 0 0 0 0 0 
23 60 30 61 7.86 10000 1 0 0 0 0 0 
24 60 30 61 7.7 10000 113 0 0 0 0 0 
25 60 30 55 7.7 10000 5413 0 0 1.06 0 0 
26 60 30 56 7.82 10000 30 0 0 0 0 0 
27 60 30 50 7.42 10000 2 0 0 0 0 0 
28 60 30 63 7.92 10000 332 0 0 0 0 0 
29 60 30 58 7.67 10000 732 0 0 0 0 0 
30 60 30 71 8.19 10000 20 0 0 0 0 0 
31 80 30 76 12.66 10000 310 0 0 0.9 0 0 
32 80 30 81 12.18 10000 1 0 0 0 0 0 
33 80 30 77 12.12 10000 10 0 0 0 0 0 
34 80 30 82 12.23 10000 1 0 0 0 0 0 
35 80 30 79 12.39 10000 49 0 0 0 0 0 
36 80 30 85 12.47 10000 2 0 0 0 0 0 
37 80 30 89 12.67 10000 96 0 0 0 0 0 
38 80 30 89 12.62 10000 12 0 0 0 0 0 
39 80 30 93 12.52 10000 1476 0 0 0.55 0 0 
40 80 30 81 12 10000 138 0 0 0 0 0 
41 100 30 92 17.99 10000 1 0 0 0 0 0 
42 100 30 102 18.36 10000 65 0 0 0.22 0 0 
43 100 30 89 18.34 10000 211 0 0 0.27 0 0 
44 100 30 97 18.75 10000 67 0 0 0 0 0 
45 100 30 101 18.76 10000 44 0 0 0 0 0 
46 100 30 113 19.37 10000 251 0 0 0 0 0 
47 100 30 92 18.05 10000 7 0 0 0 0 0 
48 100 30 105 18.16 10000 1 0 0 0 0 0 
49 100 30 100 18.41 10000 57 0 0 0 0 0 
50 100 30 114 18.47 10000 936 0 0 0.29 0 0 

Mon Oct 10 13:59:57 2005
 inst  m   W   SVC: UB  tm it:all best Tm:1dh 1dv cg  LBh  LBv
1 20 30 22 1.43 10000 231 0 0 7.61 0 0 
2 20 30 15 1.16 10000 250 0 0 2.58 0 0 
3 20 30 23 1.42 10000 7 0 0 0 0 0 
4 20 30 16 1.24 10000 236 0 0 0 0 0 
5 20 30 19 1.2 10000 11 0 0 0 0 0 
6 20 30 25 1.32 10000 27 0 0 0 0 0 
7 20 30 18 1.29 10000 24 0 0 0 0 0 
8 20 30 18 1.29 10000 1 0 0 0 0 0 
9 20 30 21 1.39 10000 3048 0 0 5.55 0 0 
10 20 30 23 1.33 10000 72 0 0 0 0 0 
11 40 30 30 3.35 10000 50 0 0 2.33 0 0 
12 40 30 36 3.54 10000 1 0 0 0 0 0 
13 40 30 47 3.83 10000 73 0 0 0.81 0 0 
14 40 30 42 3.82 10000 50 0 0 0 0 0 
15 40 30 46 3.57 10000 215 0 0 1.04 0 0 
16 40 30 36 3.5 10000 20 0 0 0 0 0 
17 40 30 36 3.44 10000 155 0 0 0 0 0 
18 40 30 49 3.62 10000 157 0 0 0 0 0 
19 40 30 34 3.61 10000 37 0 0 0 0 0 
20 40 30 35 3.65 10000 20 0 0 0 0 0 
21 60 30 67 7.22 10000 763 0 0 1.83 0 0 
22 60 30 59 6.9 10000 303 0 0 0 0 0 
23 60 30 61 7.27 10000 1 0 0 0 0 0 
24 60 30 61 6.72 10000 97 0 0 0 0 0 
25 60 30 56 6.85 10000 20 0 0 0 0 0 
26 60 30 56 6.89 10000 29 0 0 0 0 0 
27 60 30 50 6.56 10000 2 0 0 0 0 0 
28 60 30 63 7 10000 386 0 0 0 0 0 
29 60 30 58 6.88 10000 319 0 0 0 0 0 
30 60 30 71 7.4 10000 115 0 0 0 0 0 
31 80 30 76 10.82 10000 290 0 0 1.04 0 0 
32 80 30 81 10.95 10000 1 0 0 0 0 0 
33 80 30 77 10.58 10000 28 0 0 0 0 0 
34 80 30 82 10.6 10000 1 0 0 0 0 0 
35 80 30 79 11.16 10000 1 0 0 0 0 0 
36 80 30 85 11.06 10000 1 0 0 0 0 0 
37 80 30 89 11.46 10000 194 0 0 0 0 0 
38 80 30 89 11.08 10000 89 0 0 0 0 0 
39 80 30 93 11.18 10000 1740 0 0 0.62 0 0 
40 80 30 81 10.96 10000 148 0 0 0 0 0 
41 100 30 92 15.16 10000 1 0 0 0 0 0 
42 100 30 102 15.62 10000 5 0 0 0.1 0 0 
43 100 30 89 15.63 10000 171 0 0 0.32 0 0 
44 100 30 97 15.61 10000 22 0 0 0 0 0 
45 100 30 101 15.51 10000 29 0 0 0 0 0 
46 100 30 113 16.64 10000 74 0 0 0 0 0 
47 100 30 92 14.69 10000 13 0 0 0 0 0 
48 100 30 105 15.54 10000 15 0 0 0 0 0 
49 100 30 100 15.59 10000 77 0 0 0 0 0 
