Mon Aug 15 16:03:01 2005

 inst  m   W   SVC:time it_all it_best Times:1dh 1dv tm_cg LBh LBv
  16   30  250 0.26 10000   57 0.06    0   83% 1803 1803    0
  17   50  250 0.44 10000 2528 0.45 1.45   88% 3069 2991 2991
  18   16   20 0.15 10000    1 0.02    0  100%   20   20    0
  19   17   20 0.17 10000    1 0.03    0  100%   20   20    0
  20   16   20 0.15 10000    1 0.03    0  100%   20   20    0
  21   25   40 0.23 10000    1 0.05    0   60%   15   15    0
  22   25   40 0.22 10000    1 0.08    0   57%   15   15    0
  23   25   40 0.21 10000    1 0.06    0   50%   15   15    0
  24   28   60 0.27 10000    1  0.1    0   80%   30   30    0
  25   29   60  0.3 10000    1 0.08    0   75%   30   30    0
  26   28   60 0.27 10000    1 0.11    0   90%   30   30    0
  27   10   10  0.1 10000    4 0.01 0.01   50%   23   20   20
  28   17   10 0.16 10000   43 0.01 0.03   50%   30   29   29
  29   21   10 0.18 10000  104 0.02    0  100%   28   28    0
  30    7   10 0.09 10000    8    0 0.01    0%   20   18   20
  31   14   10 0.13 10000   16 0.01    0    0%   36   36    0
  32   15   10 0.15 10000    7 0.01 0.03  100%   31   30   30
  33    8   20  0.1 10000    1    0    0    0%   20   20    0
  34   13   20 0.14 10000   83 0.01 0.04   40%   34   32   33
  35   18   20 0.17 10000  386 0.03 0.05   87%   50   49   49
  36   13   30 0.12 10000    7 0.02 0.08   30%   80   59   80
  37   15   30 0.16 10000  935 0.03 0.08  100%   52   50   51
  38   22   30 0.18 10000  118 0.02 0.05  100%   87   84   84
Mon Aug 15 16:37:39 2005

 inst  m   W   SVC:tm it:all best Tm:1dh 1dv cg  UB  LBh  LBv
   1   20   25  0.2 10000   77 0.02 0.06  100%   31   30   30
   2   40   25  0.4 10000  467 0.07 0.11   72%   58   57   57
   3   60   25 0.64 10000 5038 0.15 0.25   57%   85   84   84
   4   80   25 0.92 10000 1170 0.27 0.49   59%  108  107  107
   5  100   25 1.26 10000 2359 0.45  0.8   50%  135  134  134
   6   40   40 0.41 10000 5246  0.1    0   77%   36   36    0
   7   80   40 0.92 10000  415 0.42 0.45   42%   68   67   67
   8  120   40 1.67 10000  979 0.68 1.63   39%  102  101  101
   9  160   40 2.43 10000  228 1.16 3.05   29%  127  126  126
  10  200   40 3.43 10000  447 2.75 12.83   18%  157  156  156
  11   16   10 0.15 10000   82 0.01    0  100%   23   23    0
  12   23   70 0.26 10000 1829 0.09 0.12   74%   65   63   64
  13   62   70  0.6 10000  119 0.43 0.59   79%  668  652  652
  14   10  250  0.1 10000    1    0    0    0% 1016 1016    0
  15   20  250 0.18 10000 3781 0.04 0.51   92% 1231 1184 1184
  16   30  250 0.25 10000   90 0.06    0   49% 1803 1803    0
  17   50  250 0.45 10000 5128 0.46 1.44   89% 3021 2991 2991
  18   16   20 0.16 10000    1 0.03    0  100%   20   20    0
  19   17   20 0.16 10000    1 0.04    0   66%   20   20    0
  20   16   20 0.15 10000    1 0.03    0   33%   20   20    0
  21   25   40 0.22 10000    1 0.05    0   75%   15   15    0
  22   25   40 0.23 10000    1 0.06    0   66%   15   15    0
  23   25   40 0.22 10000    1 0.06    0   83%   15   15    0
  24   28   60 0.27 10000    1  0.1    0   60%   30   30    0
  25   29   60 0.29 10000    1  0.1    0   69%   30   30    0
  26   28   60 0.27 10000    1 0.11    0   90%   30   30    0
  27   10   10  0.1 10000    4 0.01 0.01  100%   23   20   20
  28   17   10 0.16 10000   48 0.01 0.02   66%   30   29   29
  29   21   10 0.19 10000  171 0.02    0  100%   28   28    0
  30    7   10 0.09 10000    8 0.01    0    0%   20   18   20
  31   14   10 0.13 10000   16 0.02    0  100%   36   36    0
  32   15   10 0.14 10000    7 0.01 0.03  100%   31   30   30
  33    8   20  0.1 10000    1    0    0    0%   20   20    0
  34   13   20 0.14 10000  414 0.01 0.04   75%   34   32   33
  35   18   20 0.18 10000 5481 0.03 0.04   85%   50   49   49
  36   13   30 0.14 10000    7 0.01  0.1   63%   80   59   80
  37   15   30 0.15 10000  935 0.03 0.09   72%   52   50   51
  38   22   30 0.19 10000   36 0.02 0.04   83%   87   84   84
Tue Aug 16 09:20:58 2005

 inst  m   W   SVC:tm it:all best Tm:1dh 1dv cg  UB  LBh  LBv
   1   20   25  0.2 10000   77 0.03 0.04   71%   31   30   30
   2   40   25  0.4 10000  467 0.07  0.1   70%   58   57   57
   3   60   25 0.63 10000 5038 0.15 0.25   58%   85   84   84
   4   80   25 0.93 10000 1170 0.26 0.48   51%  108  107  107
   5  100   25 1.23 10000 2359 0.44 0.79   46%  135  134  134
   6   40   40 0.42 10000 5246  0.1    0   50%   36   36    0
   7   80   40 0.92 10000  415 0.41 0.45   46%   68   67   67
   8  120   40 1.65 10000  979 0.68 1.63   46%  102  101  101
   9  160   40 2.46 10000  228 1.15 3.02   31%  127  126  126
  10  200   40 3.41 10000  447 2.74 13.33   19%  157  156  156
  11   16   10 0.15 10000   82 0.02    0   50%   23   23    0
  12   23   70 0.23 10000 1829 0.09 0.12   89%   65   63   64
  13   62   70 0.56 10000  119 0.18 5.09   68%  668    0  636
  14   10  250 0.11 10000    1    0    0    0% 1016 1016    0
  15   20  250 0.19 10000 3781 0.05 0.51   89% 1231 1184 1184
  16   30  250 0.25 10000   90 0.05    0   60% 1803 1803    0
  17   50  250 0.46 10000 5128 0.46 1.44   89% 3021 2991 2991
  18   16   20 0.16 10000    1 0.03    0   66%   20   20    0
  19   17   20 0.16 10000    1 0.03    0  100%   20   20    0
  20   16   20 0.15 10000    1 0.03    0  100%   20   20    0
  21   25   40 0.23 10000    1 0.05    0   60%   15   15    0
  22   25   40 0.23 10000    1 0.07    0   83%   15   15    0
  23   25   40 0.21 10000    1 0.06    0   83%   15   15    0
  24   28   60 0.27 10000    1  0.1    0   66%   30   30    0
  25   29   60 0.29 10000    1 0.11    0   89%   30   30    0
  26   28   60 0.27 10000    1 0.11    0   90%   30   30    0
  27   10   10  0.1 10000    4 0.01 0.01    0%   23   20   20
  28   17   10 0.15 10000   48 0.01 0.03   50%   30   29   29
  29   21   10 0.18 10000  171 0.03    0   66%   28   28    0
  30    7   10 0.09 10000    8    0 0.01  100%   20   18   20
  31   14   10 0.13 10000   16 0.01    0    0%   36   36    0
  32   15   10 0.14 10000    7 0.01 0.03  100%   31   30   30
  33    8   20  0.1 10000    1    0    0    0%   20   20    0
  34   13   20 0.14 10000  414 0.01 0.04   60%   34   32   33
  35   18   20 0.17 10000 5481 0.03 0.04  100%   50   49   49
  36   13   30 0.13 10000    7 0.01 0.09   75%   80   59   80
  37   15   30 0.15 10000  935 0.04 0.07   81%   52   50   51
  38   22   30  0.2 10000   36 0.01 0.05   50%   87   84   84

Tue Aug 16 10:15:09 2005
 inst  m   W   SVC:tm it:all best Tm:1dh 1dv cg  UB  LBh  LBv
   1   20   25  0.2 10000   77 0.03 0.05   87%   31   30   30
   2   40   25 0.39 10000  467 0.08 0.11   63%   58   57   57
   3   60   25 0.64 10000 5038 0.14 0.26   55%   85   84   84
   4   80   25 0.93 10000 1170 0.27 0.49   50%  108  107  107
   5  100   25 1.25 10000 2359 0.43  0.8   47%  135  134  134
   6   40   40  0.4 10000 5246 0.08    0   49%   36   36    0
   7   80   40 0.92 10000  415 0.41 0.44   45%   68   67   67
   8  120   40 1.61 10000  979 0.69 1.61   34%  102  101  101
   9  160   40 2.46 10000  228 1.16 3.07   30%  127  126  126
  10  200   40  3.4 10000  447 2.72 12.96   19%  157  156  156
  11   16   10 0.14 10000   82 0.02    0  100%   23   23    0
  12   23   70 0.24 10000 1829 0.09 0.12   79%   65   63   64
  13   62   70 0.56 10000  119 0.43 0.59   73%  668  652  652
  14   10  250 0.11 10000    1 0.01    0  100% 1016 1016    0
  15   20  250 0.18 10000 3781 0.05 0.51   92% 1231 1184 1184
  16   30  250 0.25 10000   90 0.05    0   60% 1803 1803    0
  17   50  250 0.46 10000 5128 0.45 1.44   88% 3021 2991 2991
  18   16   20 0.16 10000    1 0.03    0   33%   20   20    0
  19   17   20 0.16 10000    1 0.03    0  100%   20   20    0
  20   16   20 0.15 10000    1 0.03    0  100%   20   20    0
  21   25   40 0.22 10000    1 0.05    0   80%   15   15    0
  22   25   40 0.22 10000    1 0.07    0  100%   15   15    0
  23   25   40 0.21 10000    1 0.06    0   60%   15   15    0
  24   28   60 0.27 10000    1 0.09    0   88%   30   30    0
  25   29   60 0.29 10000    1  0.1    0   60%   30   30    0
  26   28   60 0.27 10000    1 0.11    0   90%   30   30    0
  27   10   10 0.11 10000    4 0.01 0.01  100%   23   20   20
  28   17   10 0.16 10000   48 0.01 0.03   50%   30   29   29
  29   21   10 0.18 10000  171 0.02    0  100%   28   28    0
  30    7   10 0.09 10000    8 0.01    0    0%   20   18   20
  31   14   10 0.14 10000   16 0.01    0    0%   36   36    0
  32   15   10 0.14 10000    7 0.02 0.03   60%   31   30   30
  33    8   20  0.1 10000    1    0    0    0%   20   20    0
  34   13   20 0.14 10000  414 0.02 0.04   66%   34   32   33
  35   18   20 0.17 10000 5481 0.03 0.04   85%   50   49   49
  36   13   30 0.14 10000    7 0.02 0.08   88%   80   59   80
  37   15   30 0.15 10000  935 0.03 0.08   90%   52   50   51
  38   22   30 0.19 10000   36 0.01 0.05   49%   87   84   84

Sat Oct 29 18:07:36 2005
inst  m   W   SVC: UB  it_best/all tm_best/all gap%  TmRow: 5 30 300 3600 36000 inf
1 20 25 30 71922 2761975 7.79 300 0 31 30 30 30 30 30 
2 40 25 57 3924 964288 1.26 300 0 57 57 57 57 57 57 
3 60 25 84 401 476381 0.24 300 0 84 84 84 84 84 84 
4 80 25 107 402 288476 0.4 300 0 107 107 107 107 107 107 
5 100 25 134 55 197270 0.07 300 0 134 134 134 134 134 134 
6 40 40 36 32 1064508 0.01 300 0 36 36 36 36 36 36 
7 80 40 67 601 314432 0.54 300 0 67 67 67 67 67 67 
8 120 40 101 320 153330 0.56 300 0 101 101 101 101 101 101 
9 160 40 126 4 97552 0.01 300 0 126 126 126 126 126 126 
10 200 40 156 1 67722 0 300 0 156 156 156 156 156 156 
11 16 10 23 10008 4243851 0.7 300 0 23 23 23 23 23 23 
12 23 70 65 130021 1746066 22.4 300 3.1 66 65 65 65 65 65 
13 62 70 665 370007 375308 296 300 4.5 671 667 665 665 665 665 
14 10 250 1016 1 4799080 0 300 55 1016 1016 1016 1016 1016 1016 
15 20 250 1211 80158 2028304 11.6 300 10 1219 1211 1211 1211 1211 1211 
16 30 250 1803 115 1097294 0.03 300 10 1803 1803 1803 1803 1803 1803 
17 50 250 3016 170480 447417 114 300 3 3020 3020 3016 3016 3016 3016 
18 16 20 20 21 4324483 0 300 0 20 20 20 20 20 20 
19 17 20 21 315 3286175 0.03 300 5 21 21 21 21 21 21 
20 16 20 20 43 4460591 0 300 0 20 20 20 20 20 20 
21 25 40 15 39 2214448 0.01 300 0 15 15 15 15 15 15 
22 25 40 15 2405 2175612 0.33 300 0 15 15 15 15 15 15 
23 25 40 15 40 2387447 0.01 300 0 15 15 15 15 15 15 
24 28 60 30 260395 1632054 48.3 300 0 31 31 30 30 30 30 
25 29 60 31 15 1467338 0 300 3.3 31 31 31 31 31 31 
26 28 60 30 5698 1684617 1.03 300 0 30 30 30 30 30 30 
27 10 10 23 1 6997532 0 300 21 23 23 23 23 23 23 
28 17 10 30 10 3456192 0 300 7.1 30 30 30 30 30 30 
29 21 10 28 16 2598957 0 300 0 28 28 28 28 28 28 
30 7 10 20 2 10000001 0 217 18 20 20 20 20 20 20 
31 14 10 36 2 4975405 0 301 0 36 36 36 36 36 36 
32 15 10 31 14 4262480 0 300 6.8 31 31 31 31 31 31 
33 8 20 20 1 10000001 0 257 1.2e+02 20 20 20 20 20 20 
34 13 20 34 20 5368262 0 301 6.2 34 34 34 34 34 34 
35 18 20 51 95 2659266 0.01 300 4 51 51 51 51 51 51 
36 13 30 80 4 5732490 0 300 38 80 80 80 80 80 80 
37 15 30 54 20003 4524946 1.28 300 8 54 54 54 54 54 54 
38 22 30 87 1 2536808 0 300 13 87 87 87 87 87 87 

Tue Nov  1 13:48:59 2005
inst  m   W   SVC: UB  it_best/all tm_best/all gap%  TmRow: 5 30 300 3600 36000 inf

Fri Nov  4 12:34:50 2005
inst  m   W   SVC: UB  it_best/all tm_best/all gap%  TmRow: 5 30 300 3600 36000 inf
1 20 25 31 41 4341 0.03 3 3.3 31 31 31 31 31 31 
2 40 25 58 268 1279 0.63 3 1.7 58 58 58 58 58 58 
3 60 25 85 14 600 0.07 3 1.1 85 85 85 85 85 85 
4 80 25 108 115 347 0.99 3 0.9 108 108 108 108 108 108 
5 100 25 134 41 42 0.54 1 0 134 134 134 134 134 134 
6 40 40 37 4 1442 0.01 3 2.7 37 37 37 37 37 37 
7 80 40 68 1 352 0.01 3 1.4 68 68 68 68 68 68 
8 120 40 102 1 165 0.02 3 0.9 102 102 102 102 102 102 
9 160 40 126 1 2 0.03 0 0 126 126 126 126 126 126 
10 200 40 156 8 9 0.4 0 0 156 156 156 156 156 156 
11 16 10 23 18 19 0.01 0 0 23 23 23 23 23 23 
12 23 70 67 180 3386 0.2 4 6.3 67 67 67 67 67 67 
13 62 70 671 441 551 2.42 3 5.5 671 671 671 671 671 671 
14 10 250 1016 1 14260 0 3 55 1016 1016 1016 1016 1016 1016 
15 20 250 1211 1899 4135 1.39 3 10 1211 1211 1211 1211 1211 1211 
16 30 250 1803 4 2015 0 3 10 1803 1803 1803 1803 1803 1803 
17 50 250 3061 8 787 0.03 3 4.6 3061 3061 3061 3061 3061 3061 
18 16 20 20 18 19 0.01 0 0 20 20 20 20 20 20 
19 17 20 21 89 7581 0.05 4 5 21 21 21 21 21 21 
20 16 20 20 66 67 0.03 0 0 20 20 20 20 20 20 
21 25 40 16 30 3991 0.04 4 6.6 16 16 16 16 16 16 
22 25 40 16 1 3132 0 3 6.6 16 16 16 16 16 16 
23 25 40 15 27 28 0.02 0 0 15 15 15 15 15 15 
24 28 60 31 181 3136 0.23 4 3.3 31 31 31 31 31 31 
25 29 60 32 19 2209 0.02 3 6.6 32 32 32 32 32 32 
26 28 60 31 172 2404 0.21 3 3.3 31 31 31 31 31 31 
27 10 10 23 1 13753 0 3 21 23 23 23 23 23 23 
28 17 10 30 20 5878 0.01 3 7.1 30 30 30 30 30 30 
29 21 10 29 91 4036 0.07 3 3.5 29 29 29 29 29 29 
30 7 10 20 1 21241 0 3 18 20 20 20 20 20 20 
31 14 10 36 6 7 0 0 0 36 36 36 36 36 36 
32 15 10 31 29 7068 0.01 3 6.8 31 31 31 31 31 31 
33 8 20 20 1 18354 0 3 1.2e+02 20 20 20 20 20 20 
34 13 20 34 1 8959 0 3 6.2 34 34 34 34 34 34 
35 18 20 52 1197 4971 0.73 3 6.1 52 52 52 52 52 52 
36 13 30 80 18 8963 0 3 38 80 80 80 80 80 80 
37 15 30 52 1170 6670 0.52 3 4 52 52 52 52 52 52 
38 22 30 87 3 3773 0 3 13 87 87 87 87 87 87 

Fri Nov  4 12:39:40 2005
inst  m   W   SVC: UB  it_best/all tm_best/all gap%  TmRow: 5 30 300 3600 36000 inf
1 20 25 31 41 4312 0.03 3 3.3 31 31 31 31 31 31 

Fri Nov  4 12:45:43 2005
inst  m   W   SVC: UB  it_best/all tm_best/all gap%  TmRow: 5 30 300 3600 36000 inf
1 20 25 31 41 4326 0.04 3 3.3 31 31 31 31 31 31 

Fri Nov  4 12:49:47 2005
inst  m   W   SVC: UB  it_best/all tm_best/all gap%  TmRow: 5 30 300 3600 36000 inf
1 20 25 31 41 4381 0.03 3 3.3 31 31 31 31 31 31 
2 40 25 58 268 1337 0.62 3 1.7 58 58 58 58 58 58 
3 60 25 85 14 611 0.07 3 1.1 85 85 85 85 85 85 
4 80 25 108 115 352 0.97 3 0.9 108 108 108 108 108 108 
5 100 25 134 41 42 0.54 1 0 134 134 134 134 134 134 
6 40 40 37 4 1440 0.01 3 2.7 37 37 37 37 37 37 
7 80 40 68 1 349 0.01 3 1.4 68 68 68 68 68 68 

Wed Nov  9 10:54:21 2005
inst  m   W   SVC: UB  it_best/all tm_best/all gap%  TmRow: 5 30 300 3600 36000 inf LP:tmh tmv cg% lbh lbv max
1 20 25 31 41 34338 0.01 3 3.3 31 31 31 31 31 31 0.0 0.0 -21474836.480 0 0 0 

Thu Nov 17 11:46:20 2005
inst  m   W   SVC: UB  it_best/all tm_best/all gap%  TmRow: 10 60 inf ave^
1 20 25 31 39 91505 0 3 3.3 31 31 31 31
2 40 25 58 268 37370 0.02 3 1.7 58 58 58 44.5

Thu Nov 17 11:50:54 2005
inst  m   W   SVC: UB  it_best/all tm_best/all gap%  TmRow: 10 60 inf ave^
1 20 25 31 39 90823 0 3 3.3 31 31 31 31
2 40 25 58 268 37392 0.02 3 1.7 58 58 58 44.5

Sat Nov 19 18:14:06 2005

[BL] fImproved 1 pInvertShove 0 0.03  [Solver] instFirst 1 instLast 1000000 statPeriod 5 fWriteSolution 0 [Sub_2DSPP] nScaleW 1 vsp -1 0  pTower 0 0.4  pChangeP_TIP 0.01 pInvertHole 0 0.05  pPermutateHole 0.8 1  pBubbleHole 0.6 0.9  [SVC_2DSPP] MaxTime 20 MaxIter 1e+100 NIterRandom 0 NIterSVC 1 ValReset 1000 19000  Decoder_Sub_BL 0 blockw_pow 2.1 0.1  p_bwpnew 0.1 BaseOrdering 2 1 1 1  p_choose 0.6 0.6  
inst  m   W   SVC: UB  it_best/all tm_best/all gap%  TmRow: 10 60 inf ave_best^
1 20 25 30 7960 7960 1.86 2 0 30 30 30 30
2 40 25 57 910 910 0.52 1 0 57 57 57 43.5
3 60 25 84 132 132 0.14 0 0 84 84 84 57
4 80 25 107 310 310 0.45 0 0 107 107 107 69.5
5 100 25 134 1 1 0.01 0 0 134 134 134 82.4
6 40 40 36 26 26 0.01 0 0 36 36 36 74.6667
7 80 40 67 232 232 0.32 0 0 67 67 67 73.5714
8 120 40 101 179 179 0.43 0 0 101 101 101 77
9 160 40 126 1 1 0 0 0 126 126 126 82.4444
10 200 40 156 1 1 0 0 0 156 156 156 89.8
11 16 10 23 2 2 0 0 0 23 23 23 83.7273
12 23 70 65 134 65208 0.05 20 3.1 65 65 65 82.1667
13 62 70 661 5882 16339 7.22 20 3.9 661 661 661 126.692
14 10 250 1016 1 140613 0 20 55 1016 1016 1016 190.214

Sat Nov 19 19:37:58 2005

[BL] fImproved 1 pInvertShove 0 0.03  [Solver] instFirst 1 instLast 1000000 statPeriod 3 fWriteSolution 0 fWriteGrpPrm 3 [Sub_2DSPP] nScaleW 1 vsp -1 0  pTower 0 0.4  pChangeP_TIP 0.01 pInvertHole 0 0.05  pPermutateHole 0.8 1  pBubbleHole 0.6 0.9  [SVC_2DSPP] MaxTime 190 MaxIter 1e+100 NIterRandom 0 NIterSVC 1 ValReset 1000 19000  blockw_pow 2.1 0.1  p_bwpnew 0.1 BaseOrdering 2 1 1 1  p_choose 0.6 0.6  
inst  m   W   SVC: UB  it_best/all tm_best/all gap%  TmRow: 10 60 inf ave_best^

Sat Nov 19 19:42:57 2005

[BL] fImproved 1 pInvertShove 0 0.03  [Solver] instFirst 1 instLast 1000000 statPeriod 3 fWriteSolution 0 fWriteGrpPrm 3 [Sub_2DSPP] nScaleW 1 vsp -1 0  pTower 0 0.4  pChangeP_TIP 0.01 pInvertHole 0 0.05  pPermutateHole 0.8 1  pBubbleHole 0.6 0.9  [SVC_2DSPP] MaxTime 190 MaxIter 1e+100 NIterRandom 0 NIterSVC 1 ValReset 1000 19000  blockw_pow 2.1 0.1  p_bwpnew 0.1 BaseOrdering 2 1 1 1  p_choose 0.6 0.6  
inst  m   W   SVC: UB  it_best/all tm_best/all gap%  TmRow: 10 60 inf ave_best^
1 20 25 30 3175 3175 0.72 1 0 30 30 30 30
2 40 25 57 2249 2249 1.26 1 0 57 57 57 43.5
3 60 25 84 183 183 0.17 0 0 84 84 84 57
4 80 25 107 526 526 0.74 1 0 107 107 107 69.5
5 100 25 134 1 1 0 0 0 134 134 134 82.4
6 40 40 36 115 115 0.07 0 0 36 36 36 74.6667
7 80 40 67 237 237 0.32 0 0 67 67 67 73.5714
8 120 40 101 1 1 0 0 0 101 101 101 77
9 160 40 126 1 1 0 0 0 126 126 126 82.4444
10 200 40 156 1 1 0 0 0 156 156 156 89.8
11 16 10 23 2 2 0 0 0 23 23 23 83.7273
12 23 70 65 22 635455 0.01 190 3.1 65 65 65 82.1667

Sat Nov 19 19:47:24 2005

[BL] fImproved 1 pInvertShove 0 0.03  [Solver] instFirst 1 instLast 1000000 statPeriod 3 fWriteSolution 0 fWriteGrpPrm 1 [Sub_2DSPP] nScaleW 1 vsp -1 0  pTower 0 0.4  pChangeP_TIP 0.01 pInvertHole 0 0.05  pPermutateHole 0.8 1  pBubbleHole 0.6 0.9  [SVC_2DSPP] MaxTime 10 MaxIter 1e+100 NIterRandom 0 NIterSVC 1 ValReset 1000 19000  blockw_pow 2.1 0.1  p_bwpnew 0.1 BaseOrdering 2 1 1 1  p_choose 0.6 0.6  
inst  m   W   SVC: UB  it_best/all tm_best/all gap%  TmRow: 10 60 inf ave_best^
1 20 25 30 3175 3175 0.76 1 0 30 30 30 30
2 40 25 57 2249 2249 1.36 1 0 57 57 57 43.5
3 60 25 84 183 183 0.19 0 0 84 84 84 57
4 80 25 107 526 526 0.78 1 0 107 107 107 69.5
5 100 25 134 1 1 0.01 0 0 134 134 134 82.4
